brand,market,media,month,year,est,flight,version,buyer,iscis,stations,comments,source_file,asset_count,is_revised,is_seasonal,inactive_market,conflict
WK,KNX,TV,September,2023,,10/11/2023-10/31/2023 | 8/31/2023-10/10/2023 | 8/31/2023-10/31/2023 | 9/27/2023-10/31/2023,,,WK-KNOX-0620-34_WorkingMan_30.mpg; WK-KNOX-0620-35_WorkingMan_15A.mpg; WK-KNOX-0622-03_Commercial-Accident-15B.mpg; WK-KNOX-0622-04_Distracted-Cell-Phones-30.mpg; WK-KNOX-0622-05_Distracted-Cell-Phones-15A.mpg; WK-KNOX-0622-11_Mothers-Wreck-15.mpg; WK-KNOX-0622-18_Premise Injury 30.mpg; WK-KNOX-0622-19_Premise Injury 15a.mpg; WK-KNOX-0623-1_Commercial-Accident-30; WK-KNOX-0722-03_Jonathan 30.mpg; WK-KNOX-0722-04_Jonathan 15.mpg; WK-KNOX-0823-10_Mothers-Wreck-30; WK-KNOX-0823-16_Puzzle-30; WK-KNOX-0823-17_Puzzle-15; WK-KNOX-0823-26_Questions-30; WK-KNOX-0823-27_Questions-15; WK-KNOX-0823-5_Different-5; WK-KNOX-0923-01_General-05; WK-KNOX-0923-02_Distracted-Cell-Phones-10; WK-KNOX-0923-03_Different-10; WK-KNOX-0923-04_General-4.mov; WK-KNOX-0923-6_Working Man 30.mov; WK-KNOX-0923-7_Working Man 15.mov,,Source: September-October 2023 Traffic Instructions.xlsx,September-October 2023 Traffic Instructions.xlsx,23,,,,
WK,PAN,TV,September,2023,,8/31/2023-10/31/2023 | 9/27/2023-10/31/2023,,,WK-PANA-0323-CarCrashImage_05; WK-PANA-0522-01_WorkingMan_30.mpg; WK-PANA-0522-02_WorkingMan_15A.mpg; WK-PANA-0622-03_Commercial-Accident-15B.mpg; WK-PANA-0622-04_Distracted Cell Phones-30; WK-PANA-0622-05_Distracted-Cell-Phones-15A.mpg; WK-PANA-0622-11_Mothers-Wreck-15.mpg; WK-PANA-0622-12_Parents 30; WK-PANA-0622-13_Home PC.mpg; WK-PANA-0622-13_Parents 15.mpg; WK-PANA-0622-14_Home-15A.mpg; WK-PANA-0622-18_Premise Injury 30.mpg; WK-PANA-0622-19_Premise Injury 15a.mpg; WK-PANA-0823-10_Mothers-Wreck-30; WK-PANA-0823-16_Puzzle-30; WK-PANA-0823-17_Puzzle-15; WK-PANA-0823-30_Commercial-Vehicle-30; WK-PANA-0923-02_Distracted-Cell-Phones-10; WK-PANA-0923-04_General-4,,Panama City (inactive market). Source: September-October 2023 Traffic Instructions.xlsx,September-October 2023 Traffic Instructions.xlsx,19,,,Y,
WK,BRM,TV,November,2023,,11/1/2023-11/20/2023 | 11/1/2023-12/31/2023 | 11/21/2023-11/22/2023 | 11/21/2023-11/23/2023 | 11/24/2023-12/1/2023 | 2023-11-23 00:00:00,,,Thanksgiving 15sec. Commercial.mov; Thanksgiving 30sec. Commercial.mov; WK-BHAM-0622-03_Commercial-Accident-15B.mpg; WK-BHAM-0622-04_Distracted-Cell-Phones-30; WK-BHAM-0622-05_Distracted-Cell-Phones-15A.mpg; WK-BHAM-0622-11_Mothers-Wreck-15.mpg; WK-BHAM-0622-18_Premise Injury 30; WK-BHAM-0622-19_Premise Injury 15a.mpg; WK-BHAM-0623-1_Commercial-Accident-30; WK-BHAM-0722-03_Jonathan 30; WK-BHAM-0722-04_Jonathan 15.mpg; WK-BHAM-0823-10_Mothers-Wreck-30; WK-BHAM-0823-16_Puzzle-30; WK-BHAM-0823-17_Puzzle-15; WK-BHAM-0823-26_Questions-30; WK-BHAM-0823-27_Questions-15; WK-BHAM-0823-5_Different-5; WK-BHAM-0923-01_General-05.mov; WK-BHAM-0923-02_Distracted-Cell-Phones-10; WK-BHAM-0923-03_Different-10; WK-BHAM-0923-04_General-4.mov; WK-BHAM-0923-6_Working Man 30.mov; WK-BHAM-0923-7_Working Man 15.mov,,Seasonal buy. Source: Thanksgiving Spot November 2023 Traffic Instructions.xlsx,Thanksgiving Spot November 2023 Traffic Instructions.xlsx,23,,Y,,
WK,HSV,TV,November,2023,,11/1/2023-11/20/2023 | 11/1/2023-12/31/2023 | 11/21/2023-11/22/2023 | 11/21/2023-11/23/2023 | 11/24/2023-12/1/2023 | 2023-11-23 00:00:00,,,WK-1120-01 Thanksgiving.mpg; WK-1120-02 Thanksgiving 15.mpg; WK-HUNT-0622-03_Commercial-Accident-15B.mpg; WK-HUNT-0622-04_Distracted-Cell-Phones-30.mpg; WK-HUNT-0622-05_Distracted-Cell-Phones-15A.mpg; WK-HUNT-0622-11_Mothers-Wreck-15.mpg; WK-HUNT-0622-18_Premise Injury 30.mpg; WK-HUNT-0622-19_Premise Injury 15a; WK-HUNT-0623-1_Commerical-Accident-30; WK-HUNT-0722-03_Jonathan 30.mpg; WK-HUNT-0722-04_Jonathan 15.mpg; WK-HUNT-0823-10_Mothers-Wreck-30; WK-HUNT-0823-16_Puzzle-30; WK-HUNT-0823-17_Puzzle-15; WK-HUNT-0823-26_Questions-30; WK-HUNT-0823-27_Questions-15; WK-HUNT-0823-5_Different-5; WK-HUNT-0923-01_General-05.mov; WK-HUNT-0923-02_Distracted-Cell-Phones-10; WK-HUNT-0923-03_Different-10; WK-HUNT-0923-04_General-4.mov; WK-HUNT-0923-6_Working Man 30.mov; WK-HUNT-0923-7_Working Man 15.mov,,Seasonal buy. Source: Thanksgiving Spot November 2023 Traffic Instructions.xlsx,Thanksgiving Spot November 2023 Traffic Instructions.xlsx,23,,Y,,
WK,MTG,TV,November,2023,,11/1/2023-11/20/2023 | 11/1/2023-12/31/2023 | 11/21/2023-11/22/2023 | 11/21/2023-11/23/2023 | 11/24/2023-12/1/2023 | 2023-11-23 00:00:00,,,WK-1120-01 Thanksgiving.mpg; WK-1120-02 Thanksgiving 15.mpg; WK-MONT-0622-03_Commercial-Accident-15B.mpg; WK-MONT-0622-04_Distracted-Cell-Phones-30.mpg; WK-MONT-0622-05_Distracted-Cell-Phones-15A.mpg; WK-MONT-0622-11_Mothers-Wreck-15.mpg; WK-MONT-0622-18_Premise Injury 30.mpg; WK-MONT-0622-19_Premise Injury 15a.mpg; WK-MONT-0623-1_Commerical-Accident-30; WK-MONT-0722-03_Jonathan 30.mpg; WK-MONT-0722-04_Jonathan 15.mpg; WK-MONT-0823-10_Mothers-Wreck-30; WK-MONT-0823-16_Puzzle-30; WK-MONT-0823-17_Puzzle-15; WK-MONT-0823-26_Questions-30; WK-MONT-0823-27_Questions-15; WK-MONT-0823-5_Different-5; WK-MONT-0923-01_General-05.mov; WK-MONT-0923-02_Distracted-Cell-Phones-10; WK-MONT-0923-03_Different-10; WK-MONT-0923-04_General-4.mov; WK-MONT-0923-6_Working Man 30.mov; WK-MONT-0923-7_Working Man 15.mov,,Seasonal buy. Source: Thanksgiving Spot November 2023 Traffic Instructions.xlsx,Thanksgiving Spot November 2023 Traffic Instructions.xlsx,23,,Y,,
WK,DHN,TV,November,2023,,11/1/2023-11/20/2023 | 11/1/2023-12/31/2023 | 11/21/2023-11/22/2023 | 11/21/2023-11/23/2023 | 11/24/2023-12/31/2023 | 2023-11-23 00:00:00,,,WK-1120-01 Thanksgiving.mpg; WK-1120-02 Thanksgiving 15.mpg; WK-DOTH-0622-03_Commercial-Accident-15B; WK-DOTH-0622-04_Distracted-Cell-Phones-30; WK-DOTH-0622-05_Distracted-Cell-Phones-15B; WK-DOTH-0622-11_Mothers-Wreck-15; WK-DOTH-0622-18_Premise Injury 30; WK-DOTH-0622-19_Premise Injury 15a; WK-DOTH-0622-21R_Things to Do Accident 30; WK-DOTH-0622-22R_Things to Do Accident 15A; WK-DOTH-0623-1_30 Commercial Accident; WK-DOTH-0623-1_30 Different; WK-DOTH-0623-2_15A Different; WK-DOTH-0722-03_Jonathan 30; WK-DOTH-0722-04_Jonathan 15; WK-DOTH-0823-1_Mothers-Wreck-30; WK-DOTH-0823-5_Different-5; WK-DOTH-0923-01_General-05.mov; WK-DOTH-0923-02_Distracted-Cell-Phones-10; WK-DOTH-0923-03_Different-10; WK-DOTH-0923-04_General-4; WK-DOTH-0923-6_Working Man 30; WK-DOTH-0923-7_Working Man 15.mov,,Seasonal buy. Source: Thanksgiving Spot November 2023 Traffic Instructions.xlsx,Thanksgiving Spot November 2023 Traffic Instructions.xlsx,23,,Y,,
WK,CHA,TV,November,2023,,11/1/2023-11/20/2023 | 11/1/2023-12/1/2023 | 11/1/2023-12/31/2023 | 11/21/2023-11/22/2023 | 11/21/2023-11/23/2023 | 11/24/2023-12/1/2023 | 2023-11-23 00:00:00,,,WK-1120-01 Thanksgiving.mpg; WK-1120-02 Thanksgiving 15.mpg; WK-CHAT-0622-03_Commercial-Accident-15B.mpg; WK-CHAT-0622-04_Distracted-Cell-Phones-30.mpg; WK-CHAT-0622-05_Distracted-Cell-Phones-15A.mpg; WK-CHAT-0622-11_Mothers-Wreck-15.mpg; WK-CHAT-0622-18_Premise Injury 30.mpg; WK-CHAT-0622-19_Premise Injury 15a.mpg; WK-CHAT-0623-1_Commercial-Accident-30; WK-CHAT-0722-03_Jonathan 30.mpg; WK-CHAT-0722-04_Jonathan 15.mpg; WK-CHAT-0823-10_Mothers-Wreck-30; WK-CHAT-0823-16_Puzzle-30; WK-CHAT-0823-17_Puzzle-15; WK-CHAT-0823-26_Questions-30; WK-CHAT-0823-27_Questions-15; WK-CHAT-0823-5_Different-5; WK-CHAT-0923-01_General-05.mov; WK-CHAT-0923-02_Distracted-Cell-Phones-10; WK-CHAT-0923-03_Different-10.mov; WK-CHAT-0923-04_General-4.mov; WK-CHAT-0923-6_Working Man 30.mov; WK-CHAT-0923-7_Working Man 15.mov,,Seasonal buy. Source: Thanksgiving Spot November 2023 Traffic Instructions.xlsx,Thanksgiving Spot November 2023 Traffic Instructions.xlsx,23,,Y,,
WK,KNX,TV,November,2023,,11/1/2023-11/20/2023 | 11/1/2023-12/31/2023 | 11/21/2023-11/22/2023 | 11/21/2023-11/23/2023 | 11/24/2023-12/1/2023 | 2023-11-23 00:00:00,,,WK-1120-01 Thanksgiving.mpg; WK-1120-02 Thanksgiving 15.mpg; WK-KNOX-0622-03_Commercial-Accident-15B.mpg; WK-KNOX-0622-04_Distracted-Cell-Phones-30.mpg; WK-KNOX-0622-05_Distracted-Cell-Phones-15A.mpg; WK-KNOX-0622-11_Mothers-Wreck-15.mpg; WK-KNOX-0622-18_Premise Injury 30.mpg; WK-KNOX-0622-19_Premise Injury 15a.mpg; WK-KNOX-0623-1_Commercial-Accident-30; WK-KNOX-0722-03_Jonathan 30.mpg; WK-KNOX-0722-04_Jonathan 15.mpg; WK-KNOX-0823-10_Mothers-Wreck-30; WK-KNOX-0823-16_Puzzle-30; WK-KNOX-0823-17_Puzzle-15; WK-KNOX-0823-26_Questions-30; WK-KNOX-0823-27_Questions-15; WK-KNOX-0823-5_Different-5; WK-KNOX-0923-01_General-05; WK-KNOX-0923-02_Distracted-Cell-Phones-10; WK-KNOX-0923-03_Different-10; WK-KNOX-0923-04_General-4.mov; WK-KNOX-0923-6_Working Man 30.mov; WK-KNOX-0923-7_Working Man 15.mov,,Seasonal buy. Source: Thanksgiving Spot November 2023 Traffic Instructions.xlsx,Thanksgiving Spot November 2023 Traffic Instructions.xlsx,23,,Y,,
WK,PAN,TV,November,2023,,11/1/2023-11/20/2023 | 11/1/2023-12/31/2023 | 11/21/2023-11/22/2023 | 11/21/2023-11/23/2023 | 11/24/2023-12/1/2023 | 2023-11-23 00:00:00 | ASAP-12/31/2023,,,Thanksgiving 30sec. Commercial.mov; WK-1120-02 Thanksgiving 15.mpg; WK-PANA-0323-CarCrashImage_05; WK-PANA-0522-01_WorkingMan_30.mpg; WK-PANA-0522-02_WorkingMan_15A.mpg; WK-PANA-0622-04_Distracted Cell Phones-30; WK-PANA-0622-05_Distracted-Cell-Phones-15A.mpg; WK-PANA-0622-07_Headlines 18 Wheelers.mpg; WK-PANA-0622-09_Headlines-18-Wheelers-15B.mpg; WK-PANA-0622-11_Mothers-Wreck-15.mpg; WK-PANA-0622-12_Parents 30; WK-PANA-0622-13_Home PC.mpg; WK-PANA-0622-13_Parents 15.mpg; WK-PANA-0622-14_Home-15A.mpg; WK-PANA-0622-18_Premise Injury 30.mpg; WK-PANA-0622-19_Premise Injury 15a.mpg; WK-PANA-0823-10_Mothers-Wreck-30; WK-PANA-0823-16_Puzzle-30; WK-PANA-0823-17_Puzzle-15; WK-PANA-0923-02_Distracted-Cell-Phones-10; WK-PANA-0923-04_General-4,,Seasonal buy. Panama City (inactive market). Source: Thanksgiving Spot November 2023 Traffic Instructions.xlsx,Thanksgiving Spot November 2023 Traffic Instructions.xlsx,21,,Y,Y,
WK,BRM,TV,January,2024,,1/1/2024-1/31/2024,Original,,WK-BHAM-0622-03_Commercial-Accident-15B.mpg; WK-BHAM-0622-04_Distracted-Cell-Phones-30; WK-BHAM-0622-05_Distracted-Cell-Phones-15A.mpg; WK-BHAM-0622-11_Mothers-Wreck-15.mpg; WK-BHAM-0622-18_Premise Injury 30; WK-BHAM-0622-19_Premise Injury 15a.mpg; WK-BHAM-0623-1_Commercial-Accident-30; WK-BHAM-0722-03_Jonathan 30; WK-BHAM-0722-04_Jonathan 15.mpg; WK-BHAM-0823-10_Mothers-Wreck-30; WK-BHAM-0823-16_Puzzle-30; WK-BHAM-0823-17_Puzzle-15; WK-BHAM-0823-26_Questions-30; WK-BHAM-0823-27_Questions-15; WK-BHAM-0823-5_Different-5; WK-BHAM-0923-01_General-05.mov; WK-BHAM-0923-02_Distracted-Cell-Phones-10; WK-BHAM-0923-03_Different-10; WK-BHAM-0923-6_Working Man 30.mov; WK-BHAM-0923-7_Working Man 15.mov; WK-BHAM-1223-04_Hurt-In-A-Wreck.mov,,REVISION CONFLICT - both original and revised exist. Source: 01. January 2024 Traffic Instructions.xlsx,01. January 2024 Traffic Instructions.xlsx,21,,,,Y
WK,HSV,TV,January,2024,,1/1/2024-1/31/2024,Original,,WK-HUNT-0622-03_Commercial-Accident-15B.mpg; WK-HUNT-0622-04_Distracted-Cell-Phones-30.mpg; WK-HUNT-0622-05_Distracted-Cell-Phones-15A.mpg; WK-HUNT-0622-11_Mothers-Wreck-15.mpg; WK-HUNT-0622-18_Premise Injury 30.mpg; WK-HUNT-0622-19_Premise Injury 15a; WK-HUNT-0623-1_Commerical-Accident-30; WK-HUNT-0722-03_Jonathan 30.mpg; WK-HUNT-0722-04_Jonathan 15.mpg; WK-HUNT-0823-10_Mothers-Wreck-30; WK-HUNT-0823-16_Puzzle-30; WK-HUNT-0823-17_Puzzle-15; WK-HUNT-0823-26_Questions-30; WK-HUNT-0823-27_Questions-15; WK-HUNT-0823-5_Different-5; WK-HUNT-0923-01_General-05.mov; WK-HUNT-0923-02_Distracted-Cell-Phones-10; WK-HUNT-0923-03_Different-10; WK-HUNT-0923-6_Working Man 30.mov; WK-HUNT-0923-7_Working Man 15.mov; WK-HUNT-1223-04_Hurt-In-A-Wreck.mov,,REVISION CONFLICT - both original and revised exist. Source: 01. January 2024 Traffic Instructions.xlsx,01. January 2024 Traffic Instructions.xlsx,21,,,,Y
WK,MTG,TV,January,2024,,1/1/2024-1/31/2024,Original,,WK-MONT-0622-03_Commercial-Accident-15B.mpg; WK-MONT-0622-04_Distracted-Cell-Phones-30.mpg; WK-MONT-0622-05_Distracted-Cell-Phones-15A.mpg; WK-MONT-0622-11_Mothers-Wreck-15.mpg; WK-MONT-0622-18_Premise Injury 30.mpg; WK-MONT-0622-19_Premise Injury 15a.mpg; WK-MONT-0623-1_Commerical-Accident-30; WK-MONT-0722-03_Jonathan 30.mpg; WK-MONT-0722-04_Jonathan 15.mpg; WK-MONT-0823-10_Mothers-Wreck-30; WK-MONT-0823-16_Puzzle-30; WK-MONT-0823-17_Puzzle-15; WK-MONT-0823-26_Questions-30; WK-MONT-0823-27_Questions-15; WK-MONT-0823-5_Different-5; WK-MONT-0923-01_General-05.mov; WK-MONT-0923-02_Distracted-Cell-Phones-10; WK-MONT-0923-03_Different-10; WK-MONT-0923-6_Working Man 30.mov; WK-MONT-0923-7_Working Man 15.mov; WK-MONT-1223-04_Hurt-In-A-Wreck.mov,,REVISION CONFLICT - both original and revised exist. Source: 01. January 2024 Traffic Instructions.xlsx,01. January 2024 Traffic Instructions.xlsx,21,,,,Y
WK,DHN,TV,January,2024,,1/1/2024-1/31/2024,Original,,WK-DOTH-0622-03_Commercial-Accident-15B; WK-DOTH-0622-04_Distracted-Cell-Phones-30; WK-DOTH-0622-05_Distracted-Cell-Phones-15B; WK-DOTH-0622-11_Mothers-Wreck-15; WK-DOTH-0622-18_Premise Injury 30; WK-DOTH-0622-19_Premise Injury 15a; WK-DOTH-0622-21R_Things to Do Accident 30; WK-DOTH-0622-22R_Things to Do Accident 15A; WK-DOTH-0623-1_30 Commercial Accident; WK-DOTH-0623-1_30 Different; WK-DOTH-0623-2_15A Different; WK-DOTH-0722-03_Jonathan 30; WK-DOTH-0722-04_Jonathan 15; WK-DOTH-0823-1_Mothers-Wreck-30; WK-DOTH-0823-5_Different-5; WK-DOTH-0923-01_General-05.mov; WK-DOTH-0923-02_Distracted-Cell-Phones-10; WK-DOTH-0923-03_Different-10; WK-DOTH-0923-6_Working Man 30; WK-DOTH-0923-7_Working Man 15.mov; WK-DOTH-1223-04_Hurt-In-A-Wreck.mov,,REVISION CONFLICT - both original and revised exist. Source: 01. January 2024 Traffic Instructions.xlsx,01. January 2024 Traffic Instructions.xlsx,21,,,,Y
WK,CHA,TV,January,2024,,1/1/2024-1/31/2024,Original,,WK-CHAT-0622-03_Commercial-Accident-15B.mpg; WK-CHAT-0622-04_Distracted-Cell-Phones-30.mpg; WK-CHAT-0622-05_Distracted-Cell-Phones-15A.mpg; WK-CHAT-0622-11_Mothers-Wreck-15.mpg; WK-CHAT-0622-18_Premise Injury 30.mpg; WK-CHAT-0622-19_Premise Injury 15a.mpg; WK-CHAT-0623-1_Commercial-Accident-30; WK-CHAT-0722-03_Jonathan 30.mpg; WK-CHAT-0722-04_Jonathan 15.mpg; WK-CHAT-0823-10_Mothers-Wreck-30; WK-CHAT-0823-16_Puzzle-30; WK-CHAT-0823-17_Puzzle-15; WK-CHAT-0823-26_Questions-30; WK-CHAT-0823-27_Questions-15; WK-CHAT-0823-5_Different-5; WK-CHAT-0923-01_General-05.mov; WK-CHAT-0923-02_Distracted-Cell-Phones-10; WK-CHAT-0923-03_Different-10.mov; WK-CHAT-0923-6_Working Man 30.mov; WK-CHAT-0923-7_Working Man 15.mov; WK-CHATT-1223-04_Hurt-In-A-Wreck.mov,,REVISION CONFLICT - both original and revised exist. Source: 01. January 2024 Traffic Instructions.xlsx,01. January 2024 Traffic Instructions.xlsx,21,,,,Y
WK,KNX,TV,January,2024,,1/1/2024-1/31/2024,Original,,WK-KNOX-0622-03_Commercial-Accident-15B.mpg; WK-KNOX-0622-04_Distracted-Cell-Phones-30.mpg; WK-KNOX-0622-05_Distracted-Cell-Phones-15A.mpg; WK-KNOX-0622-11_Mothers-Wreck-15.mpg; WK-KNOX-0622-18_Premise Injury 30.mpg; WK-KNOX-0622-19_Premise Injury 15a.mpg; WK-KNOX-0623-1_Commercial-Accident-30; WK-KNOX-0722-03_Jonathan 30.mpg; WK-KNOX-0722-04_Jonathan 15.mpg; WK-KNOX-0823-10_Mothers-Wreck-30; WK-KNOX-0823-16_Puzzle-30; WK-KNOX-0823-17_Puzzle-15; WK-KNOX-0823-26_Questions-30; WK-KNOX-0823-27_Questions-15; WK-KNOX-0823-5_Different-5; WK-KNOX-0923-01_General-05; WK-KNOX-0923-02_Distracted-Cell-Phones-10; WK-KNOX-0923-03_Different-10; WK-KNOX-0923-6_Working Man 30.mov; WK-KNOX-0923-7_Working Man 15.mov; WK-KNOX-1223-04_Hurt-In-A-Wreck.mov,,REVISION CONFLICT - both original and revised exist. Source: 01. January 2024 Traffic Instructions.xlsx,01. January 2024 Traffic Instructions.xlsx,21,,,,Y
WK,PAN,TV,January,2024,,1/1/2024-1/31/2024,Original,,WK-PANA-0323-CarCrashImage_05; WK-PANA-0522-01_WorkingMan_30.mpg; WK-PANA-0522-02_WorkingMan_15A.mpg; WK-PANA-0622-04_Distracted Cell Phones-30; WK-PANA-0622-05_Distracted-Cell-Phones-15A.mpg; WK-PANA-0622-07_Headlines 18 Wheelers.mpg; WK-PANA-0622-09_Headlines-18-Wheelers-15B.mpg; WK-PANA-0622-11_Mothers-Wreck-15.mpg; WK-PANA-0622-12_Parents 30; WK-PANA-0622-13_Home PC.mpg; WK-PANA-0622-13_Parents 15.mpg; WK-PANA-0622-14_Home-15A.mpg; WK-PANA-0622-18_Premise Injury 30.mpg; WK-PANA-0622-19_Premise Injury 15a.mpg; WK-PANA-0823-10_Mothers-Wreck-30; WK-PANA-0823-16_Puzzle-30; WK-PANA-0823-17_Puzzle-15; WK-PANA-0923-02_Distracted-Cell-Phones-10; WK-PANA-0923-04_General-4; WK-PANA-1223-04_Hurt-In-A-Wreck.mov,,Panama City (inactive market). REVISION CONFLICT - both original and revised exist. Source: 01. January 2024 Traffic Instructions.xlsx,01. January 2024 Traffic Instructions.xlsx,20,,,Y,Y
WK,BRM,TV,January,2024,,1/1/2024-1/31/2024 | 1/1/2024-1/9/2024 | 1/10/2024-1/31/2024,Revised,,WK-BHAM-0622-03_Commercial-Accident-15B.mpg; WK-BHAM-0622-04_Distracted-Cell-Phones-30; WK-BHAM-0622-05_Distracted-Cell-Phones-15A.mpg; WK-BHAM-0622-11_Mothers-Wreck-15.mpg; WK-BHAM-0622-12_Parents 30.mpg; WK-BHAM-0622-13_Parents 15.mpg; WK-BHAM-0622-18_Premise Injury 30; WK-BHAM-0622-19_Premise Injury 15a.mpg; WK-BHAM-0623-1_Commercial-Accident-30; WK-BHAM-0722-03_Jonathan 30; WK-BHAM-0722-04_Jonathan 15.mpg; WK-BHAM-0823-10_Mothers-Wreck-30; WK-BHAM-0823-16_Puzzle-30; WK-BHAM-0823-17_Puzzle-15; WK-BHAM-0823-26_Questions-30; WK-BHAM-0823-27_Questions-15; WK-BHAM-0823-5_Different-5; WK-BHAM-0923-01_General-05.mov; WK-BHAM-0923-02_Distracted-Cell-Phones-10; WK-BHAM-0923-03_Different-10; WK-BHAM-0923-6_Working Man 30.mov; WK-BHAM-0923-7_Working Man 15.mov; WK-BHAM-1223-04_Hurt-In-A-Wreck.mov,,REVISION CONFLICT - both original and revised exist. Source: 01. REVISED January 2024 Traffic Instructions.xlsx,01. REVISED January 2024 Traffic Instructions.xlsx,23,Y,,,Y
WK,HSV,TV,January,2024,,1/1/2024-1/31/2024 | 1/1/2024-1/9/2024 | 1/10/2024-1/31/2024,Revised,,WK-HUNT-0622-03_Commercial-Accident-15B.mpg; WK-HUNT-0622-04_Distracted-Cell-Phones-30.mpg; WK-HUNT-0622-05_Distracted-Cell-Phones-15A.mpg; WK-HUNT-0622-11_Mothers-Wreck-15.mpg; WK-HUNT-0622-12_Parents 30.mpg; WK-HUNT-0622-13_Parents 15.mpg; WK-HUNT-0622-18_Premise Injury 30.mpg; WK-HUNT-0622-19_Premise Injury 15a; WK-HUNT-0623-1_Commerical-Accident-30; WK-HUNT-0722-03_Jonathan 30.mpg; WK-HUNT-0722-04_Jonathan 15.mpg; WK-HUNT-0823-10_Mothers-Wreck-30; WK-HUNT-0823-16_Puzzle-30; WK-HUNT-0823-17_Puzzle-15; WK-HUNT-0823-26_Questions-30; WK-HUNT-0823-27_Questions-15; WK-HUNT-0823-5_Different-5; WK-HUNT-0923-01_General-05.mov; WK-HUNT-0923-02_Distracted-Cell-Phones-10; WK-HUNT-0923-03_Different-10; WK-HUNT-0923-6_Working Man 30.mov; WK-HUNT-0923-7_Working Man 15.mov; WK-HUNT-1223-04_Hurt-In-A-Wreck.mov,,REVISION CONFLICT - both original and revised exist. Source: 01. REVISED January 2024 Traffic Instructions.xlsx,01. REVISED January 2024 Traffic Instructions.xlsx,23,Y,,,Y
WK,MTG,TV,January,2024,,1/1/2024-1/31/2024 | 1/1/2024-1/9/2024 | 1/10/2024-1/31/2024,Revised,,WK-MONT-0622-03_Commercial-Accident-15B.mpg; WK-MONT-0622-04_Distracted-Cell-Phones-30.mpg; WK-MONT-0622-05_Distracted-Cell-Phones-15A.mpg; WK-MONT-0622-11_Mothers-Wreck-15.mpg; WK-MONT-0622-12_Parents 30.mpg; WK-MONT-0622-13_Parents 15.mpg; WK-MONT-0622-18_Premise Injury 30.mpg; WK-MONT-0622-19_Premise Injury 15a.mpg; WK-MONT-0623-1_Commerical-Accident-30; WK-MONT-0722-03_Jonathan 30.mpg; WK-MONT-0722-04_Jonathan 15.mpg; WK-MONT-0823-10_Mothers-Wreck-30; WK-MONT-0823-16_Puzzle-30; WK-MONT-0823-17_Puzzle-15; WK-MONT-0823-26_Questions-30; WK-MONT-0823-27_Questions-15; WK-MONT-0823-5_Different-5; WK-MONT-0923-01_General-05.mov; WK-MONT-0923-02_Distracted-Cell-Phones-10; WK-MONT-0923-03_Different-10; WK-MONT-0923-6_Working Man 30.mov; WK-MONT-0923-7_Working Man 15.mov; WK-MONT-1223-04_Hurt-In-A-Wreck.mov,,REVISION CONFLICT - both original and revised exist. Source: 01. REVISED January 2024 Traffic Instructions.xlsx,01. REVISED January 2024 Traffic Instructions.xlsx,23,Y,,,Y
WK,DHN,TV,January,2024,,1/1/2024-1/31/2024 | 1/1/2024-1/9/2024 | 1/10/2024-1/31/2024,Revised,,WK-DOTH-0622-03_Commercial-Accident-15B; WK-DOTH-0622-04_Distracted-Cell-Phones-30; WK-DOTH-0622-05_Distracted-Cell-Phones-15B; WK-DOTH-0622-11_Mothers-Wreck-15; WK-DOTH-0622-12_Parents 30; WK-DOTH-0622-13_Parents 15; WK-DOTH-0622-18_Premise Injury 30; WK-DOTH-0622-19_Premise Injury 15a; WK-DOTH-0622-21R_Things to Do Accident 30; WK-DOTH-0622-22R_Things to Do Accident 15A; WK-DOTH-0623-1_30 Commercial Accident; WK-DOTH-0623-1_30 Different; WK-DOTH-0623-2_15A Different; WK-DOTH-0722-03_Jonathan 30; WK-DOTH-0722-04_Jonathan 15; WK-DOTH-0823-1_Mothers-Wreck-30; WK-DOTH-0823-5_Different-5; WK-DOTH-0923-01_General-05.mov; WK-DOTH-0923-02_Distracted-Cell-Phones-10; WK-DOTH-0923-03_Different-10; WK-DOTH-0923-6_Working Man 30; WK-DOTH-0923-7_Working Man 15.mov; WK-DOTH-1223-04_Hurt-In-A-Wreck.mov,,REVISION CONFLICT - both original and revised exist. Source: 01. REVISED January 2024 Traffic Instructions.xlsx,01. REVISED January 2024 Traffic Instructions.xlsx,23,Y,,,Y
