brand,market,media,month,year,est,flight,version,buyer,iscis,stations,comments,source_file,asset_count,is_revised,is_seasonal,inactive_market,conflict
WK,DHN,TV,May,2024,,"4/1/2024-6/2/2024 | 4/29-5/3, 5/6-10, 5/13-5/17, 5/20-24 | 5/25-5/27 | 5/28-5/31 | 5/4-5/5, 5/11-5/12, 5/18-5/19 | 6/1-6/2",,,WK-0524-01-30_Memorial Day 2024.mpg; WK-DOTH-0224-01_30 Lunch Pail.mpg; WK-DOTH-0224-02_15 Lunch Pail.mpg; WK-DOTH-0224-03_30 Channel Flipping.mpg; WK-DOTH-0224-04_15 Channel Flipping.mpg; WK-DOTH-0224-05_30 Insurance Experts.mpg; WK-DOTH-0224-06_15 Insurance Experts.mpg; WK-DOTH-0224-13_30 Premises Liability.mpg; WK-DOTH-0224-14_15 Premises Liability.mpg; WK-DOTH-0224-15_15 On The Job Injury.mpg; WK-DOTH-0224-16_30 On The Job Injury.mpg; WK-DOTH-0224-91-05_Commercial Vehicles.mpg; WK-DOTH-0224-92-10_Commercial Vehicles.mpg; WK-DOTH-0224-93-05_General Injury.mpg; WK-DOTH-0224-94-10_General Injury.mpg; WK-DOTH-0224-95-05_On The Job Injury.mpg; WK-DOTH-0224-96-10_On The Job Injury.mpg; WK-DOTH-0224-97-05_Premises Liability.mpg; WK-DOTH-0224-98-10_Premises Liability.mpg; WK-DOTH-0224-99-04_General Injury.mpg; WK-DOTH-0324-01_30 Car Wreck.mpg; WK-DOTH-0324-02_15 Car Wreck.mpg; WK-DOTH-0324-03_30 Trucking Accident.mpg; WK-DOTH-0324-04_15 Trucking Accident.mpg; WK-DOTH-0324-05_30 Commercial Accidents.mpg; WK-DOTH-0324-06_15 Commercial Accidents.mpg; WK-DOTH-0324-07_30 Weekends.mpg,,Source: 05. May-June 2024 Traffic Instructions.xlsx,05. May-June 2024 Traffic Instructions.xlsx,27,,,,
WK,CHA,TV,May,2024,,"4/1/2024-6/2/2024 | 4/29-5/3, 5/6-10, 5/13-5/17, 5/20-24 | 5/25-5/27 | 5/28-5/31 | 5/4-5/5, 5/11-5/12, 5/18-5/19 | 6/1-6/2",,,WK-0524-01-30_Memorial Day 2024.mpg; WK-CHAT-0224-01_30 Lunch Pail.mpg; WK-CHAT-0224-02_15 Lunch Pail.mpg; WK-CHAT-0224-03_30 Channel Flipping.mpg; WK-CHAT-0224-04_15 Channel Flipping.mpg; WK-CHAT-0224-05_30 Insurance Experts.mpg; WK-CHAT-0224-06_15 Insurance Experts.mpg; WK-CHAT-0224-13_30 Premises Liability.mpg; WK-CHAT-0224-14_15 Premises Liability.mpg; WK-CHAT-0224-15_15 On The Job Injury.mpg; WK-CHAT-0224-16_30 On The Job Injury.mpg; WK-CHAT-0224-91-05_Commercial Vehicles.mpg; WK-CHAT-0224-92-10_Commercial Vehicles.mpg; WK-CHAT-0224-93-05_General Injury.mpg; WK-CHAT-0224-94-10_General Injury.mpg; WK-CHAT-0224-95-05_On The Job Injury.mpg; WK-CHAT-0224-96-10_On The Job Injury.mpg; WK-CHAT-0224-97-05_Premises Liability.mpg; WK-CHAT-0224-98-10_Premises Liability.mpg; WK-CHAT-0224-99-04_General Injury.mpg; WK-CHAT-0324-01_30 Car Wreck.mpg; WK-CHAT-0324-02_15 Car Wreck.mpg; WK-CHAT-0324-03_30 Trucking Accident.mpg; WK-CHAT-0324-04_15 Trucking Accident .mpg; WK-CHAT-0324-05_30 Commercial Accidents.mpg; WK-CHAT-0324-06_15 Commercial Accidents.mpg; WK-CHAT-0324-07_30 Weekends.mpg,,Source: 05. May-June 2024 Traffic Instructions.xlsx,05. May-June 2024 Traffic Instructions.xlsx,27,,,,
WK,KNX,TV,May,2024,,"4/1/2024-6/2/2024 | 4/29-5/3, 5/6-10, 5/13-5/17, 5/20-24 | 5/25-5/27 | 5/28-5/31 | 5/4-5/5, 5/11-5/12, 5/18-5/19 | 6/1-6/2",,,WK-0524-01-30_Memorial Day 2024.mpg; WK-KNOX-0224-01_30 Lunch Pail.mpg; WK-KNOX-0224-02_15 Lunch Pail.mpg; WK-KNOX-0224-03_30 Channel Flipping.mpg; WK-KNOX-0224-04_15 Channel Flipping.mpg; WK-KNOX-0224-05_30 Insurance Experts.mpg; WK-KNOX-0224-06_15 Insurance Experts.mpg; WK-KNOX-0224-13_30 Premises Liability.mpg; WK-KNOX-0224-14_15 Premises Liability.mpg; WK-KNOX-0224-15_15 On The Job Injury.mpg; WK-KNOX-0224-16_30 On The Job Injury.mpg; WK-KNOX-0224-91-05_Commercial Vehicles.mpg; WK-KNOX-0224-92-10_Commercial Vehicles.mpg; WK-KNOX-0224-93-05_General Injury.mpg; WK-KNOX-0224-94-10_General Injury.mpg; WK-KNOX-0224-95-05_On The Job Injury.mpg; WK-KNOX-0224-96-10_On The Job Injury.mpg; WK-KNOX-0224-97-05_Premises Liability.mpg; WK-KNOX-0224-98-10_Premises Liability.mpg; WK-KNOX-0224-99-04_General Injury.mpg; WK-KNOX-0324-01_30 Car Wreck.mpg; WK-KNOX-0324-02_15 Car Wreck.mpg; WK-KNOX-0324-03_30 Trucking Accident.mpg; WK-KNOX-0324-04_15 Trucking Accident.mpg; WK-KNOX-0324-05_30 Commercial Accidents.mpg; WK-KNOX-0324-06_15 Commercial Accidents.mpg; WK-KNOX-0324-07_30 Weekends.mpg,,Source: 05. May-June 2024 Traffic Instructions.xlsx,05. May-June 2024 Traffic Instructions.xlsx,27,,,,
WK,PAN,TV,May,2024,,"4/1/2024-6/2/2024 | 4/1/2024-8/2/2024 | 5/1/2024-5/22/2024 | 5/1/2024-5/24/2024 | 5/23/2024-5/24/2024 | 5/23/2024-8/2/2024 | 5/25-5/27 | 5/28-5/31, 6/3-6/7, 6/10-6/14, 6/17-6/21, 6/24-6/28, 7/1-7/5, 7/8-7/12, 7/15-7/19, 7/22-7/26, 7/29-8/2 | 5/28/2024-6/2/2024 | 6/1-6/2, 6/8-6/9, 6/15-6/16, 6/22-6/23, 6/29-6/30, 7/6-7/7, 7/13-7/14, 7/20-7/21, 7/27-7/28",,,WK-0524-01-30_Memorial Day 2024.mpg; WK-PANA-0224-05_30 Insurance Experts.mpg; WK-PANA-0224-06_15 Insurance Experts.mpg; WK-PANA-0224-09_30 Auto Accidents.mpg; WK-PANA-0224-10_15 Auto Accidents.mpg; WK-PANA-0224-13_30 Premises Liability.mpg; WK-PANA-0224-14_15 Premises Liability.mpg; WK-PANA-0323-CarCrashImage_05; WK-PANA-0324-01_30 Car Wreck.mpg; WK-PANA-0324-02_15 Car Wreck.mpg; WK-PANA-0324-05_30 Commercial Accidents.mpg; WK-PANA-0324-06_15 Commercial Accidents.mpg; WK-PANA-0324-07_30 Weekends.mpg; WK-PANA-0522-01_WorkingMan_30.mpg; WK-PANA-0522-02_WorkingMan_15A.mpg; WK-PANA-0622-04_Distracted Cell Phones-30; WK-PANA-0622-05_Distracted-Cell-Phones-15A.mpg; WK-PANA-0622-07_Headlines 18 Wheelers.mpg; WK-PANA-0622-09_Headlines-18-Wheelers-15B.mpg; WK-PANA-0622-11_Mothers-Wreck-15.mpg; WK-PANA-0622-12_Parents 30; WK-PANA-0622-13_Home PC.mpg; WK-PANA-0622-13_Parents 15.mpg; WK-PANA-0622-14_Home-15A.mpg; WK-PANA-0622-18_Premise Injury 30.mpg; WK-PANA-0622-19_Premise Injury 15a.mpg; WK-PANA-0823-10_Mothers-Wreck-30; WK-PANA-0823-16_Puzzle-30; WK-PANA-0823-17_Puzzle-15; WK-PANA-0923-02_Distracted-Cell-Phones-10; WK-PANA-0923-04_General-4; WK-PANA-1223-04_Hurt-In-A-Wreck.mov,,Panama City (inactive market). Source: 05. May-June 2024 Traffic Instructions.xlsx,05. May-June 2024 Traffic Instructions.xlsx,32,,,Y,
WK,BRM,TV,June,2024,,"6/1-6/2, 6/8-6/9, 6/15-6/16, 6/22-6/23, 6/29-6/30 | 6/1/2024-6/30/2024 | 6/3-6/7, 6/10-6/14, 6/17-6/21, 6/24-6/28",,,WK-BHAM-0224-03_30 Channel Flipping.mpg; WK-BHAM-0224-04_15 Channel Flipping.mpg; WK-BHAM-0224-05_30 Insurance Experts.mpg; WK-BHAM-0224-06_15 Insurance Experts.mpg; WK-BHAM-0224-07_30 Communication.mpg; WK-BHAM-0224-08_15 Communication.mpg; WK-BHAM-0224-09_30 Auto Accidents.mpg; WK-BHAM-0224-10_15 Auto Accidents 15.mpg; WK-BHAM-0224-11_30 Commercial Vehicles.mpg; WK-BHAM-0224-12_15 Commercial Vehicles.mpg; WK-BHAM-0224-13_30 Premises Liability.mpg; WK-BHAM-0224-14_15 Premises Liability.mpg; WK-BHAM-0224-15_15 On The Job Injury.mpg; WK-BHAM-0224-16_30 On The Job Injury.mpg; WK-BHAM-0224-17_30 More To Us.mpg; WK-BHAM-0224-18_15 More To Us.mpg; WK-BHAM-0224-91-05_Commercial Vehicles.mpg; WK-BHAM-0224-92-10_Commercial Vehicles.mpg; WK-BHAM-0224-93-05_General Injury.mpg; WK-BHAM-0224-94-10_General Injury.mpg; WK-BHAM-0224-95-05_On The Job Injury.mpg; WK-BHAM-0224-96-10_On The Job Injury.mpg; WK-BHAM-0224-97-05_Premises Liability.mpg; WK-BHAM-0224-98-10_Premises Liability.mpg; WK-BHAM-0224-99-04_General Injury.mpg; WK-BHAM-0324-07 Weekends.mpg,,Source: 06. June 2024 Traffic Instructions.xlsx,06. June 2024 Traffic Instructions.xlsx,26,,,,
WK,HSV,TV,June,2024,,"6/1-6/2, 6/8-6/9, 6/15-6/16, 6/22-6/23, 6/29-6/30 | 6/1/2024-6/30/2024 | 6/3-6/7, 6/10-6/14, 6/17-6/21, 6/24-6/28",,,WK-HUNT-0224-04_15 Channel Flipping.mpg; WK-HUNT-0224-06_15 Insurance Experts.mpg; WK-HUNT-0224-07_30 Communication.mpg; WK-HUNT-0224-08_15 Communication.mpg; WK-HUNT-0224-09_30 Auto Accidents.mpg; WK-HUNT-0224-10_15 Auto Accidents.mpg; WK-HUNT-0224-11_30 Commercial Vehicles.mpg; WK-HUNT-0224-12_15 Commercial Vehicles.mpg; WK-HUNT-0224-13_30 Premises Liability.mpg; WK-HUNT-0224-14_15 Premises Liability.mpg; WK-HUNT-0224-15_15 On The Job Injury.mpg; WK-HUNT-0224-16_30 On The Job Injury.mpg; WK-HUNT-0224-17_30 More To Us.mpg; WK-HUNT-0224-18_15 More To Us.mpg; WK-HUNT-0224-91-05_Commercial Vehicles.mpg; WK-HUNT-0224-92-10_Commercial Vehicles.mpg; WK-HUNT-0224-93-05_General Injury.mpg; WK-HUNT-0224-94-10_General Injury.mpg; WK-HUNT-0224-95-05_On The Job Injury.mpg; WK-HUNT-0224-96-10_On The Job Injury.mpg; WK-HUNT-0224-97-05_Premises Liability.mpg; WK-HUNT-0224-98-10_Premises Liability.mpg; WK-HUNT-0224-99-04_General Injury.mpg; WK-HUNT-0324-04_15 Trucking Accident.mpg; WK-HUNT-0324-07_30 Weekends.mpg,,Source: 06. June 2024 Traffic Instructions.xlsx,06. June 2024 Traffic Instructions.xlsx,25,,,,
WK,MTG,TV,June,2024,,"6/1-6/2, 6/8-6/9, 6/15-6/16, 6/22-6/23, 6/29-6/30 | 6/1/2024-6/30/2024 | 6/3-6/7, 6/10-6/14, 6/17-6/21, 6/24-6/28",,,WK-MONT-0224-04_15 Channel Flipping.mpg; WK-MONT-0224-06_15 Insurance Experts.mpg; WK-MONT-0224-07_30 Communication.mp4; WK-MONT-0224-08_15 Communication.mp4; WK-MONT-0224-09_30 Auto Accidents.mp4; WK-MONT-0224-10_15 Auto Accidents.mpg; WK-MONT-0224-11_30 Commercial Vehicles.mp4; WK-MONT-0224-12_15 Commercial Vehicles.mpg; WK-MONT-0224-13_30 Premises Liability.mpg; WK-MONT-0224-14_15 Premises Liability.mpg; WK-MONT-0224-15_15 On The Job Injury.mpg; WK-MONT-0224-16_30 On The Job Injury.mpg; WK-MONT-0224-17_30 More To Us.mp4; WK-MONT-0224-18_15 More To Us.mp4; WK-MONT-0224-91-05_Commercial Vehicles.mpg; WK-MONT-0224-92-10_Commercial Vehicles.mpg; WK-MONT-0224-93-05_General Injury.mpg; WK-MONT-0224-94-10_General Injury.mpg; WK-MONT-0224-95-05_On The Job Injury.mpg; WK-MONT-0224-96-10_On The Job Injury.mpg; WK-MONT-0224-97-05_Premises Liability.mpg; WK-MONT-0224-98-10_Premises Liability.mpg; WK-MONT-0224-99-04_General Injury.mpg; WK-MONT-0324-07_30 Weekends.mpg,,Source: 06. June 2024 Traffic Instructions.xlsx,06. June 2024 Traffic Instructions.xlsx,24,,,,
WK,DHN,TV,June,2024,,"6/1-6/2, 6/8-6/9, 6/15-6/16, 6/22-6/23, 6/29-6/30 | 6/1/2024-6/30/2024 | 6/3-6/7, 6/10-6/14, 6/17-6/21, 6/24-6/28",,,WK-DOTH-0224-07_30 Communication.mpg; WK-DOTH-0224-08_15 Communication.mpg; WK-DOTH-0224-09_30 Auto Accidents.mpg; WK-DOTH-0224-10_15 Auto Accidents.mpg; WK-DOTH-0224-15_15 On The Job Injury.mpg; WK-DOTH-0224-16_30 On The Job Injury.mpg; WK-DOTH-0224-17_30 More To Us.mpg; WK-DOTH-0224-18_15 More To Us.mpg; WK-DOTH-0224-91-05_Commercial Vehicles.mpg; WK-DOTH-0224-92-10_Commercial Vehicles.mpg; WK-DOTH-0224-93-05_General Injury.mpg; WK-DOTH-0224-94-10_General Injury.mpg; WK-DOTH-0224-99-04_General Injury.mpg; WK-DOTH-0324-07_30 Weekends.mpg,,Source: 06. June 2024 Traffic Instructions.xlsx,06. June 2024 Traffic Instructions.xlsx,14,,,,
WK,CHA,TV,June,2024,,"6/1-6/2, 6/8-6/9, 6/15-6/16, 6/22-6/23, 6/29-6/30 | 6/1/2024-6/30/2024 | 6/3-6/7, 6/10-6/14, 6/17-6/21, 6/24-6/28",,,WK-CHAT-0224-07_30 Communication.mpg; WK-CHAT-0224-08_15 Communication.mpg; WK-CHAT-0224-09_30 Auto Accidents.mpg; WK-CHAT-0224-10_15 Auto Accidents.mpg; WK-CHAT-0224-11_30 Commercial Vehicles.mpg; WK-CHAT-0224-12_15 Commercial Vehicles.mpg; WK-CHAT-0224-13_30 Premises Liability.mpg; WK-CHAT-0224-14_15 Premises Liability.mpg; WK-CHAT-0224-15_15 On The Job Injury.mpg; WK-CHAT-0224-16_30 On The Job Injury.mpg; WK-CHAT-0224-17_30 More To Us.mpg; WK-CHAT-0224-18_15 More To Us.mpg; WK-CHAT-0224-91-05_Commercial Vehicles.mpg; WK-CHAT-0224-92-10_Commercial Vehicles.mpg; WK-CHAT-0224-93-05_General Injury.mpg; WK-CHAT-0224-94-10_General Injury.mpg; WK-CHAT-0224-95-05_On The Job Injury.mpg; WK-CHAT-0224-96-10_On The Job Injury.mpg; WK-CHAT-0224-97-05_Premises Liability.mpg; WK-CHAT-0224-98-10_Premises Liability.mpg; WK-CHAT-0224-99-04_General Injury.mpg; WK-CHAT-0324-07_30 Weekends.mpg,,Source: 06. June 2024 Traffic Instructions.xlsx,06. June 2024 Traffic Instructions.xlsx,22,,,,
WK,KNX,TV,June,2024,,"6/1-6/2, 6/8-6/9, 6/15-6/16, 6/22-6/23, 6/29-6/30 | 6/1/2024-6/30/2024 | 6/3-6/7, 6/10-6/14, 6/17-6/21, 6/24-6/28",,,WK-KNOX-0224-07_30 Communication.mpg; WK-KNOX-0224-08_15 Communication.mpg; WK-KNOX-0224-09_30 Auto Accidents.mpg; WK-KNOX-0224-10_15 Auto Accidents.mpg; WK-KNOX-0224-15_15 On The Job Injury.mpg; WK-KNOX-0224-16_30 On The Job Injury.mpg; WK-KNOX-0224-17_30 More To Us.mpg; WK-KNOX-0224-18_15 More To Us.mpg; WK-KNOX-0224-91-05_Commercial Vehicles.mpg; WK-KNOX-0224-92-10_Commercial Vehicles.mpg; WK-KNOX-0224-93-05_General Injury.mpg; WK-KNOX-0224-94-10_General Injury.mpg; WK-KNOX-0224-99-04_General Injury.mpg; WK-KNOX-0324-07_30 Weekends.mpg,,Source: 06. June 2024 Traffic Instructions.xlsx,06. June 2024 Traffic Instructions.xlsx,14,,,,
WK,PAN,TV,June,2024,,"4/1/2024-8/2/2024 | 5/1/2024-5/22/2024 | 5/23/2024-5/24/2024 | 5/23/2024-8/2/2024 | 5/25-5/27 | 5/28-5/31, 6/3-6/7, 6/10-6/14, 6/17-6/21, 6/24-6/28, 7/1-7/5, 7/8-7/12, 7/15-7/19, 7/22-7/26, 7/29-8/2 | 6/1-6/2, 6/8-6/9, 6/15-6/16, 6/22-6/23, 6/29-6/30, 7/6-7/7, 7/13-7/14, 7/20-7/21, 7/27-7/28",,,WK-0524-01-30_Memorial Day 2024.mpg; WK-PANA-0224-05_30 Insurance Experts.mpg; WK-PANA-0224-06_15 Insurance Experts.mpg; WK-PANA-0224-09_30 Auto Accidents.mpg; WK-PANA-0224-10_15 Auto Accidents.mpg; WK-PANA-0224-13_30 Premises Liability.mpg; WK-PANA-0224-14_15 Premises Liability.mpg; WK-PANA-0323-CarCrashImage_05; WK-PANA-0324-01_30 Car Wreck.mpg; WK-PANA-0324-02_15 Car Wreck.mpg; WK-PANA-0324-05_30 Commercial Accidents.mpg; WK-PANA-0324-06_15 Commercial Accidents.mpg; WK-PANA-0324-07_30 Weekends.mpg; WK-PANA-0522-01_WorkingMan_30.mpg; WK-PANA-0622-04_Distracted Cell Phones-30; WK-PANA-0622-07_Headlines 18 Wheelers.mpg; WK-PANA-0622-12_Parents 30; WK-PANA-0622-13_Home PC.mpg; WK-PANA-0622-14_Home-15A.mpg; WK-PANA-0622-18_Premise Injury 30.mpg; WK-PANA-0823-10_Mothers-Wreck-30; WK-PANA-0823-16_Puzzle-30; WK-PANA-0923-02_Distracted-Cell-Phones-10; WK-PANA-0923-04_General-4; WK-PANA-1223-04_Hurt-In-A-Wreck.mov,,Panama City (inactive market). Source: 06. June 2024 Traffic Instructions.xlsx,06. June 2024 Traffic Instructions.xlsx,25,,,Y,
WK,BRM,TV,July,2024,,"7/1-7/5, 7/8-7/12, 7/15-7/19, 7/22-7/26, 7/29-8/2 | 7/1/2024-7/31/2024 | 7/6-7/7, 7/13-7/14, 7/20-7/21, 7/27-7/28",,,WK-BHAM-0224-01_30 Lunch Pail.mpg; WK-BHAM-0224-02_15 Lunch Pail.mpg; WK-BHAM-0224-07_30 Communication.mpg; WK-BHAM-0224-08_15 Communication.mpg; WK-BHAM-0224-13_30 Premises Liability.mpg; WK-BHAM-0224-14_15 Premises Liability.mpg; WK-BHAM-0224-15_15 On The Job Injury.mpg; WK-BHAM-0224-16_30 On The Job Injury.mpg; WK-BHAM-0224-18_15 More To Us.mpg; WK-BHAM-0224-93-05_General Injury.mpg; WK-BHAM-0224-94-10_General Injury.mpg; WK-BHAM-0224-95-05_On The Job Injury.mpg; WK-BHAM-0224-96-10_On The Job Injury.mpg; WK-BHAM-0224-99-04_General Injury.mpg; WK-BHAM-0324-01_30 Car Wreck.mpg; WK-BHAM-0324-02_15 Car Wreck.mpgmpg; WK-BHAM-0324-03_30 Trucking Accident.mpg; WK-BHAM-0324-04_15 Trucking Accident.mpg; WK-BHAM-0324-07 Weekends.mpg,,Source: 07. July 2024 Traffic Instructions.xlsx,07. July 2024 Traffic Instructions.xlsx,19,,,,
WK,HSV,TV,July,2024,,"7/1-7/5, 7/8-7/12, 7/15-7/19, 7/22-7/26, 7/29-8/2 | 7/1/2024-7/31/2024 | 7/6-7/7, 7/13-7/14, 7/20-7/21, 7/27-7/28",,,WK-HUNT-0224-01_30 Lunch Pail.mpg; WK-HUNT-0224-02_15 Lunch Pail.mpg; WK-HUNT-0224-07_30 Communication.mpg; WK-HUNT-0224-08_15 Communication.mpg; WK-HUNT-0224-13_30 Premises Liability.mpg; WK-HUNT-0224-14_15 Premises Liability.mpg; WK-HUNT-0224-15_15 On The Job Injury.mpg; WK-HUNT-0224-16_30 On The Job Injury.mpg; WK-HUNT-0224-93-05_General Injury.mpg; WK-HUNT-0224-94-10_General Injury.mpg; WK-HUNT-0224-95-05_On The Job Injury.mpg; WK-HUNT-0224-96-10_On The Job Injury.mpg; WK-HUNT-0224-99-04_General Injury.mpg; WK-HUNT-0324-01_30 Car Wreck.mpg; WK-HUNT-0324-02_15 Car Wreck.mpg; WK-HUNT-0324-03_30 Trucking Accident.mpg; WK-HUNT-0324-04_15 Trucking Accident.mpg; WK-HUNT-0324-07_30 Weekends.mpg,,Source: 07. July 2024 Traffic Instructions.xlsx,07. July 2024 Traffic Instructions.xlsx,18,,,,
WK,MTG,TV,July,2024,,"7/1-7/5, 7/8-7/12, 7/15-7/19, 7/22-7/26, 7/29-8/2 | 7/1/2024-7/31/2024 | 7/6-7/7, 7/13-7/14, 7/20-7/21, 7/27-7/28",,,WK-MONT-0224-01_30 Lunch Pail.mpg; WK-MONT-0224-02_15 Lunch Pail.mpg; WK-MONT-0224-07_30 Communication.mpg; WK-MONT-0224-08_15 Communication.mpg; WK-MONT-0224-13_30 Premises Liability.mpg; WK-MONT-0224-14_15 Premises Liability.mp4; WK-MONT-0224-15_15 On The Job Injury.mpg; WK-MONT-0224-16_30 On The Job Injury.mpg; WK-MONT-0224-93-05_General Injury.mpg; WK-MONT-0224-94-10_General Injury.mpg; WK-MONT-0224-95-05_On The Job Injury.mpg; WK-MONT-0224-96-10_On The Job Injury.mpg; WK-MONT-0224-99-04_General Injury.mpg; WK-MONT-0324-01_30 Car Wreck.mpg; WK-MONT-0324-02_15 Car Wreck.mpg; WK-MONT-0324-03_30 Trucking Accident.mpg; WK-MONT-0324-04_15 Trucking Accident.mpg; WK-MONT-0324-07_30 Weekends.mpg,,Source: 07. July 2024 Traffic Instructions.xlsx,07. July 2024 Traffic Instructions.xlsx,18,,,,
WK,DHN,TV,July,2024,,"7/1-7/5, 7/8-7/12, 7/15-7/19, 7/22-7/26, 7/29-8/2 | 7/1/2024-7/31/2024 | 7/6-7/7, 7/13-7/14, 7/20-7/21, 7/27-7/28",,,WK-DOTH-0224-01_30 Lunch Pail.mpg; WK-DOTH-0224-02_15 Lunch Pail.mpg; WK-DOTH-0224-15_15 On The Job Injury.mpg; WK-DOTH-0224-16_30 On The Job Injury.mpg; WK-DOTH-0224-91-05_Commercial Vehicles.mpg; WK-DOTH-0224-92-10_Commercial Vehicles.mpg; WK-DOTH-0224-93-05_General Injury.mpg; WK-DOTH-0224-94-10_General Injury.mpg; WK-DOTH-0224-99-04_General Injury.mpg; WK-DOTH-0324-01_30 Car Wreck.mpg; WK-DOTH-0324-02_15 Car Wreck.mpg; WK-DOTH-0324-03_30 Trucking Accident.mpg; WK-DOTH-0324-04_15 Trucking Accident.mpg; WK-DOTH-0324-07_30 Weekends.mpg,,Source: 07. July 2024 Traffic Instructions.xlsx,07. July 2024 Traffic Instructions.xlsx,14,,,,
WK,CHA,TV,July,2024,,"7/1-7/5, 7/8-7/12, 7/15-7/19, 7/22-7/26, 7/29-8/2 | 7/1/2024-7/31/2024 | 7/6-7/7, 7/13-7/14, 7/20-7/21, 7/27-7/28",,,WK-CHAT-0224-03_30 Channel Flipping.mpg; WK-CHAT-0224-04_15 Channel Flipping.mpg; WK-CHAT-0224-05_30 Insurance Experts.mpg; WK-CHAT-0224-06_15 Insurance Experts.mpg; WK-CHAT-0224-13_30 Premises Liability.mpg; WK-CHAT-0224-14_15 Premises Liability.mpg; WK-CHAT-0224-15_15 On The Job Injury.mpg; WK-CHAT-0224-16_30 On The Job Injury.mpg; WK-CHAT-0224-93-05_General Injury.mpg; WK-CHAT-0224-94-10_General Injury.mpg; WK-CHAT-0224-95-05_On The Job Injury.mpg; WK-CHAT-0224-96-10_On The Job Injury.mpg; WK-CHAT-0224-99-04_General Injury.mpg; WK-CHAT-0324-01_30 Car Wreck.mpg; WK-CHAT-0324-02_15 Car Wreck.mpg; WK-CHAT-0324-03_30 Trucking Accident.mpg; WK-CHAT-0324-04_15 Trucking Accident .mpg; WK-CHAT-0324-07_30 Weekends.mpg,,Source: 07. July 2024 Traffic Instructions.xlsx,07. July 2024 Traffic Instructions.xlsx,18,,,,
WK,KNX,TV,July,2024,,"7/1-7/5, 7/8-7/12, 7/15-7/19, 7/22-7/26, 7/29-8/2 | 7/1/2024-7/31/2024 | 7/6-7/7, 7/13-7/14, 7/20-7/21, 7/27-7/28",,,WK-KNOX-0224-05_30 Insurance Experts.mpg; WK-KNOX-0224-06_15 Insurance Experts.mpg; WK-KNOX-0224-09_30 Auto Accidents.mpg; WK-KNOX-0224-15_15 On The Job Injury.mpg; WK-KNOX-0224-16_30 On The Job Injury.mpg; WK-KNOX-0224-93-05_General Injury.mpg; WK-KNOX-0224-94-10_General Injury.mpg; WK-KNOX-0224-95-05_On The Job Injury.mpg; WK-KNOX-0224-96-10_On The Job Injury.mpg; WK-KNOX-0224-99-04_General Injury.mpg; WK-KNOX-0324-01_30 Car Wreck.mpg; WK-KNOX-0324-02_15 Car Wreck.mpg; WK-KNOX-0324-03_30 Trucking Accident.mpg; WK-KNOX-0324-04_15 Trucking Accident.mpg; WK-KNOX-0324-07_30 Weekends.mpg,,Source: 07. July 2024 Traffic Instructions.xlsx,07. July 2024 Traffic Instructions.xlsx,15,,,,
WK,PAN,TV,July,2024,,"7/1-7/5, 7/8-7/12, 7/15-7/19, 7/22-7/26, 7/29-8/2 | 7/1/2024-7/31/2024 | 7/6-7/7, 7/13-7/14, 7/20-7/21, 7/27-7/28",,,WK-PANA-0224-01_30 Lunch Pail.mpg; WK-PANA-0224-02_15 Lunch Pail.mpg; WK-PANA-0224-08_15 Communication.mpg; WK-PANA-0224-11_30 Commercial Vehicles.mpg; WK-PANA-0224-12_15 Commercial Vehicles.mpg; WK-PANA-0224-15_15 On The Job Injury.mpg; WK-PANA-0224-16_30 On The Job Injury.mpg; WK-PANA-0224-18_15 More To Us.mpg; WK-PANA-0224-86-04_Premises Liability.mpg; WK-PANA-0224-91-05_Commercial Vehicles.mpg; WK-PANA-0224-92-10_Commercial Vehicles.mpg; WK-PANA-0324-01_30 Car Wreck.mpg; WK-PANA-0324-02_15 Car Wreck.mpg; WK-PANA-0324-07_30 Weekends.mpg,,Panama City (inactive market). Source: 07. July 2024 Traffic Instructions.xlsx,07. July 2024 Traffic Instructions.xlsx,14,,,Y,
WK,BRM,TV,August,2024,,"8/1-8/2,8/5-8/9, 8/12-8/16, 8/19-8/23, 8/26-8/30 | 8/1/2024-8/31/2024 | 8/3-8/4, 8/10-8/11, 8/17-8/18, 8/24-8/25, 8/31-9/1",,,WK-BHAM-0224-04_15 Channel Flipping; WK-BHAM-0224-05_30 Insurance Experts; WK-BHAM-0224-06_15 Insurance Experts; WK-BHAM-0224-09_30 Auto Accidents; WK-BHAM-0224-10_15 Auto Accidents 15; WK-BHAM-0224-11_30 Commercial Vehicles; WK-BHAM-0224-12_15 Commercial Vehicles; WK-BHAM-0224-13_30 Premises Liability.mpg; WK-BHAM-0224-14_15 Premises Liability.mpg; WK-BHAM-0224-15_15 On The Job Injury.mpg; WK-BHAM-0224-16_30 On The Job Injury.mpg; WK-BHAM-0224-17_30 More To Us; WK-BHAM-0224-18_15 More To Us.mpg; WK-BHAM-0224-91-05_Commercial Vehicles; WK-BHAM-0224-92-10_Commercial Vehicles; WK-BHAM-0224-93-05_General Injury.mpg; WK-BHAM-0224-94-10_General Injury.mpg; WK-BHAM-0224-99-04_General Injury.mpg; WK-BHAM-0324-04_15 Trucking Accident; WK-BHAM-0324-07 Weekends.mpg,,Source: 08. August 2024 Traffic Instructions.xlsx,08. August 2024 Traffic Instructions.xlsx,20,,,,
